CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1992805,17000160086,2017160086,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 14:08,74XX BLOCK OF 2 AV S,F,F1,11200.2,-122.331,47.53618,"(47.536182, -122.331276)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992803,17000160103,2017160103,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 14:06,3XX BLOCK OF PINE ST,M,M2,8100.2,-122.338,47.61097,"(47.610973, -122.33815)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1992807,17000160080,2017160080,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/7/2017 14:03,ALASKAN WY VI NB / WESTERN AV,D,D1,8002.2,-122.347,47.61271,"(47.612713, -122.347374)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1992810,17000160070,2017160070,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/7/2017 14:01,5XX BLOCK OF 2 AV,K,K2,8100.106,-122.332,47.60201,"(47.602013, -122.33225)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/7/2017 13:29
1992798,17000160026,2017160026,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 13:51,6XX BLOCK OF 5 AV S,K,K3,9100.201,-122.328,47.59666,"(47.596657, -122.32768)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/7/2017 13:05
1992799,17000159995,2017159995,161,TRESPASS,TRESPASS,TRESPASS,5/7/2017 13:51,29XX BLOCK OF S DAKOTA ST,R,R2,10001.3,-122.297,47.56618,"(47.56618, -122.29737)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 12:26
1992800,17000159933,2017159933,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/7/2017 13:45,35XX BLOCK OF NE 88 ST,U,U3,2200.201,-122.289,47.69237,"(47.692368, -122.28932)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/7/2017 12:05
1992797,17000160059,2017160059,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 13:43,27XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.102,-122.387,47.57832,"(47.578323, -122.38666)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1992802,17000159912,2017159912,161,TRESPASS,TRESPASS,TRESPASS,5/7/2017 13:39,14XX BLOCK OF 6 AV,M,M3,8200.102,-122.334,47.61065,"(47.610645, -122.33401)",TRESPASS,TRESPASS,TRESPASS,5/7/2017 12:13
1992801,17000159918,2017159918,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,5/7/2017 13:35,89XX BLOCK OF AURORA AV N,N,N3,1800.2,-122.345,47.69383,"(47.693825, -122.34456)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,5/7/2017 12:09
1992787,17000160064,2017160064,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/7/2017 13:32,RAINIER AV S / M L KING JR WY S,R,R2,9500.401,-122.297,47.57636,"(47.57636, -122.29663)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992788,17000160047,2017160047,350,HAZARDS,HAZARDS,HAZARDS,5/7/2017 13:30,RAINIER AV S / S MOUNT BAKER BV,R,R2,9500.401,-122.296,47.57601,"(47.576008, -122.296364)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992792,17000159963,2017159963,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/7/2017 13:29,8XX BLOCK OF NW CARKEEK PARK RD,N,N1,1400.4,-122.367,47.71125,"(47.711246, -122.366806)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 12:28
1992790,17000159987,2017159987,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 13:28,3 AV / BELL ST,D,D1,8001.201,-122.345,47.6147,"(47.614704, -122.344795)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/7/2017 12:17
1992791,17000159984,2017159984,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,5/7/2017 13:24,48XX BLOCK OF UNIVERSITY VIEW PL NE,U,U3,4200.302,-122.293,47.66383,"(47.663826, -122.293106)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/7/2017 12:24
1992789,17000160043,2017160043,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 13:21,SW TRENTON ST / DELRIDGE WY SW,F,F2,11402.1,-122.36,47.52469,"(47.524693, -122.36048)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1992780,17000160025,2017160025,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 13:14,CEDAR ST / 5 AV N,D,D2,7200.3,-122.348,47.61857,"(47.618572, -122.347626)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1992784,17000159941,2017159941,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 13:13,91XX BLOCK OF 8 AV S,F,F3,11200.1,-122.323,47.52048,"(47.520477, -122.32313)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:40
1992785,17000159909,2017159909,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/7/2017 13:12,60XX BLOCK OF 44 AV SW,W,W3,10600.6,-122.389,47.54761,"(47.547607, -122.38865)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1992786,17000159907,2017159907,31,STRONG ARM ROBBERY,ROBBERY,ROBBERY,5/7/2017 13:05,38XX BLOCK OF RAINIER AV S,R,R2,10100.5,-122.29,47.56888,"(47.568882, -122.289925)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,5/7/2017 10:55
1992782,17000160015,2017160015,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/2017 13:05,7XX BLOCK OF N 95 ST,N,N3,1800.3,-122.349,47.69782,"(47.69782, -122.34865)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1992783,17000159956,2017159956,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 13:04,23XX BLOCK OF 3 AV,D,D1,8001.2,-122.345,47.61509,"(47.61509, -122.34544)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 12:23
1992781,17000160016,2017160016,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/7/2017 13:00,M L KING JR WY S / S ALASKA ST,R,R2,10300.4,-122.293,47.56081,"(47.560806, -122.29324)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1992774,17000159859,2017159859,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 12:47,23XX BLOCK OF S LANE ST,G,G3,8900.4,-122.302,47.59648,"(47.596478, -122.3017)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992765,17000160024,2017160024,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/7/2017 12:46,4XX BLOCK OF E PIKE ST,E,E3,8400.301,-122.326,47.61409,"(47.614086, -122.32585)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1992768,17000159997,2017159997,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 12:43,28XX BLOCK OF S MYRTLE ST,S,S1,11002.2,-122.294,47.53891,"(47.538914, -122.293755)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1992766,17000160013,2017160013,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 12:43,51XX BLOCK OF S LUCILE ST,R,R3,10200.4,-122.269,47.55262,"(47.552616, -122.26895)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1992771,17000159975,2017159975,161,TRESPASS,TRESPASS,TRESPASS,5/7/2017 12:34,3XX BLOCK OF 16 AV E,C,C1,7600.3,-122.311,47.62129,"(47.621292, -122.31137)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1992767,17000160008,2017160008,350,HAZARDS,HAZARDS,HAZARDS,5/7/2017 12:32,TERRY AV / HUBBELL PL,E,E3,8200.3,-122.33,47.613,"(47.613, -122.330025)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1992773,17000159950,2017159950,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/7/2017 12:32,38XX BLOCK OF 19 AV SW,F,F1,9900.201,-122.358,47.56923,"(47.56923, -122.358)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1992772,17000159973,2017159973,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/7/2017 12:30,17XX BLOCK OF 14 AV,C,C1,7500.201,-122.314,47.61704,"(47.617035, -122.31427)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1992769,17000159993,2017159993,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/7/2017 12:27,117XX BLOCK OF 22 AV NE,L,L1,700.4002,-122.306,47.71482,"(47.71482, -122.30582)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1992770,17000159981,2017159981,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 12:26,5XX BLOCK OF MERCER ST,Q,Q3,7200.101,-122.347,47.62456,"(47.62456, -122.34692)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/7/2017 12:10
1992764,17000159771,2017159771,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/7/2017 12:11,NW 62 ST / 15 AV NW,B,B1,3300.301,-122.376,47.67382,"(47.673817, -122.37621)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/7/2017 7:37
1992751,17000159873,2017159873,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/7/2017 12:03,3XX BLOCK OF 2 AV S,K,K3,9200.203,-122.331,47.60046,"(47.600464, -122.33081)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/7/2017 10:11
1992745,17000159970,2017159970,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/7/2017 12:01,5XX BLOCK OF S JACKSON ST,K,K3,9200.101,-122.327,47.59919,"(47.599194, -122.32701)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1992748,17000159939,2017159939,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:59,N NORTHLAKE WY / DENSMORE AV N,B,B3,5400.203,-122.338,47.64689,"(47.646885, -122.337555)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1992747,17000159953,2017159953,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/7/2017 11:58,32XX BLOCK OF WALNUT AV SW,W,W1,9800.201,-122.384,47.57438,"(47.574383, -122.383575)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1992755,17000159814,2017159814,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/7/2017 11:58,6XX BLOCK OF W EMERSON ST,Q,Q2,5900.103,-122.366,47.65121,"(47.651207, -122.366486)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/7/2017 10:36
1992754,17000159816,2017159816,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:56,18XX BLOCK OF EASTLAKE AV,D,D3,7300.201,-122.329,47.61824,"(47.618237, -122.329155)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,5/7/2017 8:51
1992752,17000159841,2017159841,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:53,1 AV / CHERRY ST,K,K1,8100.104,-122.334,47.60255,"(47.602554, -122.33428)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/7/2017 9:28
1992750,17000159905,2017159905,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 11:51,123XX BLOCK OF 15 AV NE,L,L1,600.6,-122.313,47.71851,"(47.71851, -122.312645)",TRESPASS,TRESPASS,TRESPASS,
1992756,17000159794,2017159794,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:49,28XX BLOCK OF S NEVADA ST,R,R2,10001.3,-122.298,47.564,"(47.563995, -122.297874)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,5/7/2017 7:55
1992749,17000159935,2017159935,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 11:49,38 AV / E OLIVE ST,C,C3,7800.403,-122.285,47.61646,"(47.61646, -122.28525)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992746,17000159967,2017159967,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 11:47,9XX BLOCK OF NW 45 ST,B,B2,4700.208,-122.37,47.66147,"(47.66147, -122.36969)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1992753,17000159824,2017159824,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 11:47,26XX BLOCK OF SW BARTON ST,F,F2,11402.1,-122.367,47.52103,"(47.521027, -122.36731)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/7/2017 8:52
1992738,17000159916,2017159916,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 11:43,10XX BLOCK OF JAMES ST,E,E3,8500.2,-122.323,47.60625,"(47.60625, -122.32308)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",
1992739,17000159892,2017159892,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 11:43,40XX BLOCK OF AIRPORT WY S,O,O2,9300.312,-122.323,47.56764,"(47.567635, -122.32266)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,5/7/2017 10:53
1992736,17000159922,2017159922,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:40,15XX BLOCK OF NE 145 ST,L,L1,200.4001,-122.311,47.73394,"(47.733936, -122.3114)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1992742,17000159844,2017159844,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 11:38,14XX BLOCK OF S LANE ST,G,G3,9000.203,-122.313,47.59665,"(47.596653, -122.31344)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/7/2017 10:07
1992740,17000159876,2017159876,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 11:37,36XX BLOCK OF 33 AV S,R,R2,10100.5,-122.291,47.57076,"(47.57076, -122.29101)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1992734,17000159949,2017159949,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/7/2017 11:35,28XX BLOCK OF NE 125 ST,L,L1,200.2013,-122.297,47.71929,"(47.719288, -122.29706)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1992744,17000159837,2017159837,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/7/2017 11:35,4 AV / SPRING ST,K,K1,8100.202,-122.334,47.6068,"(47.6068, -122.333565)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/7/2017 9:14
1992741,17000159874,2017159874,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/7/2017 11:31,17XX BLOCK OF 14 AV,C,C1,7500.201,-122.314,47.61704,"(47.617035, -122.31427)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,5/7/2017 10:45
1992737,17000159921,2017159921,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:29,100XX BLOCK OF 64 AV S,S,S3,11900.1,-122.254,47.51068,"(47.51068, -122.25353)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1992743,17000159842,2017159842,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 11:26,24XX BLOCK OF FEDERAL AV E,C,C1,6100.201,-122.319,47.64179,"(47.641785, -122.31901)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/2017 9:51
1992731,17000159839,2017159839,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/2017 11:21,31XX BLOCK OF NE 120 ST,L,L3,700.2018,-122.295,47.71557,"(47.715565, -122.294655)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/7/2017 9:29
1992732,17000159787,2017159787,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,5/7/2017 11:18,1XX BLOCK OF NW 85 ST,J,J2,2900.1,-122.359,47.69062,"(47.690617, -122.359314)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,5/7/2017 7:52
1992729,17000159897,2017159897,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/7/2017 11:14,7XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7000.302,-122.357,47.62558,"(47.625584, -122.356705)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1992728,17000159908,2017159908,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/7/2017 11:14,WARD ST / WARREN AV N,Q,Q3,7000.3,-122.354,47.62799,"(47.627987, -122.35407)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1992730,17000159870,2017159870,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/7/2017 11:14,47XX BLOCK OF 12 AV NE,U,U2,5301.2,-122.315,47.66401,"(47.664013, -122.315254)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/7/2017 10:41
1992725,17000159856,2017159856,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:56,95XX BLOCK OF 27 AV NE,L,L3,2100.201,-122.299,47.69798,"(47.697975, -122.2988)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1992724,17000159887,2017159887,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/7/2017 10:47,13 AV W / GILMAN DR W,Q,Q2,5802.202,-122.374,47.63971,"(47.639706, -122.37377)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1992715,17000159893,2017159893,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/7/2017 10:45,1 AV N / REPUBLICAN ST,Q,Q3,7100.2,-122.355,47.62327,"(47.623272, -122.355415)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1992721,17000159770,2017159770,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/7/2017 10:44,25XX BLOCK OF RAINIER AV S,R,R2,10001.1,-122.299,47.57967,"(47.579674, -122.29916)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 6:47
1992714,17000159895,2017159895,64,SHOPLIFT,THEFT,SHOPLIFTING,5/7/2017 10:41,14XX BLOCK OF S LANE ST,G,G3,9000.203,-122.313,47.59665,"(47.596653, -122.31344)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1992716,17000159889,2017159889,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/7/2017 10:38,WARREN AV N / REPUBLICAN ST,Q,Q3,7100.2,-122.354,47.62327,"(47.62327, -122.35411)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1992718,17000159840,2017159840,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:37,N 92 ST / LINDEN AV N,N,N3,1800.301,-122.347,47.69564,"(47.69564, -122.347275)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1992717,17000159885,2017159885,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:33,15XX BLOCK OF N 115 ST,N,N2,600.402,-122.338,47.7123,"(47.712303, -122.33809)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1992720,17000159815,2017159815,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/7/2017 10:31,12 AV / E PIKE ST,E,E2,7500.401,-122.317,47.61411,"(47.614105, -122.31683)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/7/2017 8:43
1992719,17000159829,2017159829,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/7/2017 10:29,7XX BLOCK OF BROADWAY,E,E3,8400.201,-122.321,47.60866,"(47.608658, -122.320755)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,5/7/2017 9:07
1992711,17000159818,2017159818,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:24,N 92 ST / MERIDIAN AV N,N,N3,1800.101,-122.334,47.69595,"(47.695946, -122.33381)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 9:11
1992708,17000159853,2017159853,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,5/7/2017 10:24,N 100 ST / AURORA AV N,N,N3,1300.3,-122.345,47.70143,"(47.701427, -122.34465)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1992706,17000159869,2017159869,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/7/2017 10:22,19XX BLOCK OF 1 AV S,O,O1,9300.302,-122.334,47.58504,"(47.58504, -122.3342)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1992713,17000159769,2017159769,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:21,MERCER ST / WESTLAKE AV N,D,D3,7200.1,-122.338,47.62455,"(47.624554, -122.33843)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,5/7/2017 6:44
1992712,17000159805,2017159805,62,BICYCLE THEFT,THEFT,BIKE,5/7/2017 10:18,34XX BLOCK OF 34 AV W,Q,Q1,5700.401,-122.401,47.65135,"(47.65135, -122.40091)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1992707,17000159857,2017159857,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/7/2017 10:13,5XX BLOCK OF NE 70 ST,J,J3,3600.203,-122.322,47.67952,"(47.67952, -122.32227)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1992705,17000159875,2017159875,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/7/2017 10:13,5 AV S / S JACKSON ST,K,K3,9200.101,-122.328,47.59919,"(47.599194, -122.32767)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
