Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
122740394,E23,12090577,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:37:54 PM,09/30/2012 11:40:06 PM,09/30/2012 11:41:03 PM,09/30/2012 11:42:51 PM,,,,Other,09/30/2012 11:43:40 PM,1400 Block of 46TH AVE,SF,94122,B08,23,7655,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,8,4,Sunset/Parkside,"(37.759495040956, -122.505793400177)",122740394-E23
122740395,77,12090579,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:40:25 PM,09/30/2012 11:40:25 PM,09/30/2012 11:43:11 PM,09/30/2012 11:43:27 PM,09/30/2012 11:51:19 PM,,,SFPD,09/30/2012 11:56:15 PM,300 Block of MISSION ST,SF,94105,B03,35,2126,1,1,2,true,Non Life-threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.7907679966526, -122.39620274948)",122740395-77
122740395,E35,12090579,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:40:25 PM,09/30/2012 11:40:25 PM,09/30/2012 11:43:11 PM,09/30/2012 11:45:16 PM,09/30/2012 11:47:41 PM,,,Other,09/30/2012 11:55:57 PM,300 Block of MISSION ST,SF,94105,B03,35,2126,1,1,2,true,Non Life-threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7907679966526, -122.39620274948)",122740395-E35
122740396,99,12090580,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:42:19 PM,09/30/2012 11:43:43 PM,09/30/2012 11:44:29 PM,09/30/2012 11:44:43 PM,09/30/2012 11:58:36 PM,10/01/2012 12:11:27 AM,10/01/2012 12:32:07 AM,Code 2 Transport,10/01/2012 01:02:54 AM,100 Block of MIDDLE POINT RD,SF,94124,B10,25,6556,1,1,2,true,Non Life-threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7348616704412, -122.379348557253)",122740396-99
122740397,75,12090581,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:45:03 PM,09/30/2012 11:47:10 PM,09/30/2012 11:47:37 PM,09/30/2012 11:50:00 PM,09/30/2012 11:59:50 PM,10/01/2012 12:45:59 AM,10/01/2012 12:51:39 AM,Code 2 Transport,10/01/2012 01:16:33 AM,500 Block of 23RD AVE,SF,94121,B07,14,7176,1,1,2,true,Non Life-threatening,1,MEDIC,1,7,1,Outer Richmond,"(37.7773282425703, -122.482454791802)",122740397-75
122740398,54,12090582,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:53:04 PM,09/30/2012 11:55:57 PM,09/30/2012 11:56:54 PM,09/30/2012 11:57:25 PM,10/01/2012 12:04:35 AM,10/01/2012 12:28:02 AM,10/01/2012 12:45:30 AM,Code 2 Transport,10/01/2012 01:25:28 AM,100 Block of VALE AVE,SF,94132,B08,19,7464,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7348426988857, -122.484170400596)",122740398-54
122740398,E19,12090582,Medical Incident,09/30/2012,09/30/2012,09/30/2012 11:53:04 PM,09/30/2012 11:55:57 PM,09/30/2012 11:56:54 PM,09/30/2012 11:59:01 PM,10/01/2012 12:03:00 AM,,,Other,10/01/2012 12:14:49 AM,100 Block of VALE AVE,SF,94132,B08,19,7464,3,2,2,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7348426988857, -122.484170400596)",122740398-E19
122750002,55,12090583,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:03:30 AM,10/01/2012 12:03:30 AM,10/01/2012 12:03:46 AM,,10/01/2012 12:04:28 AM,10/01/2012 12:21:46 AM,10/01/2012 12:35:11 AM,Code 2 Transport,10/01/2012 12:54:14 AM,CALIFORNIA ST/POLK ST,SF,94109,B04,41,1635,3,2,2,true,Non Life-threatening,1,MEDIC,1,4,3,Nob Hill,"(37.7905782582579, -122.420687383115)",122750002-55
122750002,E41,12090583,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:03:30 AM,10/01/2012 12:03:30 AM,10/01/2012 12:03:46 AM,10/01/2012 12:05:56 AM,,,,Other,10/01/2012 12:06:35 AM,CALIFORNIA ST/POLK ST,SF,94109,B04,41,1635,3,2,2,false,Non Life-threatening,1,ENGINE,2,4,3,Nob Hill,"(37.7905782582579, -122.420687383115)",122750002-E41
122750003,93,12090584,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:09:13 AM,10/01/2012 12:09:58 AM,10/01/2012 12:10:25 AM,10/01/2012 12:10:56 AM,10/01/2012 12:14:00 AM,,,No Merit,10/01/2012 12:23:50 AM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.7801303744947, -122.409871449933)",122750003-93
122750003,E01,12090584,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:09:13 AM,10/01/2012 12:09:58 AM,10/01/2012 12:10:25 AM,10/01/2012 12:13:17 AM,,,,Other,10/01/2012 12:17:27 AM,1000 Block of MISSION ST,SF,94103,B03,01,2251,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7801303744947, -122.409871449933)",122750003-E01
122750004,B02,12090585,Alarms,10/01/2012,09/30/2012,10/01/2012 12:19:44 AM,10/01/2012 12:20:04 AM,10/01/2012 12:20:11 AM,10/01/2012 12:21:55 AM,10/01/2012 12:23:46 AM,,,Other,10/01/2012 12:34:40 AM,100 Block of GROVE ST,SF,94102,B02,36,3165,3,3,3,false,Alarm,1,CHIEF,2,2,6,Tenderloin,"(37.7783289000176, -122.419047896211)",122750004-B02
122750004,E36,12090585,Alarms,10/01/2012,09/30/2012,10/01/2012 12:19:44 AM,10/01/2012 12:20:04 AM,10/01/2012 12:20:11 AM,,10/01/2012 12:23:20 AM,,,Other,10/01/2012 12:32:52 AM,100 Block of GROVE ST,SF,94102,B02,36,3165,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.7783289000176, -122.419047896211)",122750004-E36
122750004,T03,12090585,Alarms,10/01/2012,09/30/2012,10/01/2012 12:19:44 AM,10/01/2012 12:20:04 AM,10/01/2012 12:20:11 AM,10/01/2012 12:22:07 AM,10/01/2012 12:24:42 AM,,,Other,10/01/2012 12:34:40 AM,100 Block of GROVE ST,SF,94102,B02,36,3165,3,3,3,false,Alarm,1,TRUCK,3,2,6,Tenderloin,"(37.7783289000176, -122.419047896211)",122750004-T03
122750005,B06,12090586,Alarms,10/01/2012,09/30/2012,10/01/2012 12:21:38 AM,10/01/2012 12:24:43 AM,10/01/2012 12:24:53 AM,10/01/2012 12:27:42 AM,10/01/2012 12:32:21 AM,,,Fire,10/01/2012 12:37:54 AM,500 Block of SOUTH VAN NESS AVE,SF,94110,B02,07,5246,3,3,3,false,Alarm,1,CHIEF,3,2,9,Mission,"(37.7643732096664, -122.417478491468)",122750005-B06
122750005,E07,12090586,Alarms,10/01/2012,09/30/2012,10/01/2012 12:21:38 AM,10/01/2012 12:24:43 AM,10/01/2012 12:24:53 AM,10/01/2012 12:26:51 AM,10/01/2012 12:28:38 AM,,,Other,10/01/2012 12:36:55 AM,500 Block of SOUTH VAN NESS AVE,SF,94110,B02,07,5246,3,3,3,true,Alarm,1,ENGINE,2,2,9,Mission,"(37.7643732096664, -122.417478491468)",122750005-E07
122750005,T07,12090586,Alarms,10/01/2012,09/30/2012,10/01/2012 12:21:38 AM,10/01/2012 12:24:43 AM,10/01/2012 12:24:53 AM,10/01/2012 12:26:59 AM,10/01/2012 12:28:38 AM,,,Other,10/01/2012 12:41:16 AM,500 Block of SOUTH VAN NESS AVE,SF,94110,B02,07,5246,3,3,3,false,Alarm,1,TRUCK,1,2,9,Mission,"(37.7643732096664, -122.417478491468)",122750005-T07
122750006,E28,12090587,Outside Fire,10/01/2012,09/30/2012,10/01/2012 12:25:55 AM,10/01/2012 12:25:56 AM,10/01/2012 12:26:11 AM,10/01/2012 12:27:32 AM,10/01/2012 12:29:57 AM,,,Other,10/01/2012 12:35:57 AM,LARKIN ST/BAY ST,SF,94109,B01,28,1624,3,3,3,true,Fire,1,ENGINE,1,1,2,Russian Hill,"(37.8045649034619, -122.421815315667)",122750006-E28
122750007,AM22,12090588,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:25:47 AM,10/01/2012 12:26:38 AM,10/01/2012 12:27:04 AM,10/01/2012 12:27:45 AM,10/01/2012 12:31:50 AM,,,Patient Declined Transport,10/01/2012 12:34:13 AM,SLOAT BL/SUNSET BL,SF,94116,B08,19,7552,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,8,4,Sunset/Parkside,"(37.7340387636879, -122.493888394515)",122750007-AM22
122750007,E19,12090588,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:25:47 AM,10/01/2012 12:26:38 AM,10/01/2012 12:27:04 AM,10/01/2012 12:28:19 AM,10/01/2012 12:32:24 AM,,,Other,10/01/2012 12:33:02 AM,SLOAT BL/SUNSET BL,SF,94116,B08,19,7552,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7340387636879, -122.493888394515)",122750007-E19
122750008,AM18,12090589,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:35:25 AM,10/01/2012 12:36:19 AM,10/01/2012 12:36:38 AM,10/01/2012 12:37:18 AM,10/01/2012 12:42:16 AM,10/01/2012 01:04:36 AM,10/01/2012 01:27:11 AM,Code 2 Transport,10/01/2012 02:12:03 AM,100 Block of FONT BLVD,SF,94132,B08,33,8422,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Lakeshore,"(37.7155450528368, -122.473629919739)",122750008-AM18
122750008,E33,12090589,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:35:25 AM,10/01/2012 12:36:19 AM,10/01/2012 12:36:38 AM,10/01/2012 12:38:46 AM,10/01/2012 12:41:11 AM,,,Other,10/01/2012 01:02:25 AM,100 Block of FONT BLVD,SF,94132,B08,33,8422,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,"(37.7155450528368, -122.473629919739)",122750008-E33
122750009,B02,12090590,Alarms,10/01/2012,09/30/2012,10/01/2012 12:34:57 AM,10/01/2012 12:37:03 AM,10/01/2012 12:37:28 AM,10/01/2012 12:37:55 AM,10/01/2012 12:41:12 AM,,,Fire,10/01/2012 12:44:37 AM,2600 Block of MISSION ST,SF,94110,B06,07,5472,3,3,3,false,Alarm,1,CHIEF,2,6,9,Mission,"(37.7546409372119, -122.418601779487)",122750009-B02
122750009,E07,12090590,Alarms,10/01/2012,09/30/2012,10/01/2012 12:34:57 AM,10/01/2012 12:37:03 AM,10/01/2012 12:37:28 AM,10/01/2012 12:37:37 AM,10/01/2012 12:40:07 AM,,,Other,10/01/2012 12:43:59 AM,2600 Block of MISSION ST,SF,94110,B06,07,5472,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.7546409372119, -122.418601779487)",122750009-E07
122750009,T11,12090590,Alarms,10/01/2012,09/30/2012,10/01/2012 12:34:57 AM,10/01/2012 12:37:03 AM,10/01/2012 12:37:28 AM,10/01/2012 12:39:21 AM,,,,Other,10/01/2012 12:42:01 AM,2600 Block of MISSION ST,SF,94110,B06,07,5472,3,3,3,false,Alarm,1,TRUCK,3,6,9,Mission,"(37.7546409372119, -122.418601779487)",122750009-T11
122750010,B04,12090591,Alarms,10/01/2012,09/30/2012,10/01/2012 12:37:31 AM,10/01/2012 12:39:12 AM,10/01/2012 12:39:22 AM,10/01/2012 12:41:12 AM,10/01/2012 12:44:50 AM,,,Fire,10/01/2012 12:45:10 AM,1300 Block of BUCHANAN ST,SF,94115,B02,05,3431,3,3,3,false,Alarm,1,CHIEF,3,2,5,Western Addition,"(37.7820811831699, -122.429017793799)",122750010-B04
122750010,E05,12090591,Alarms,10/01/2012,09/30/2012,10/01/2012 12:37:31 AM,10/01/2012 12:39:12 AM,10/01/2012 12:39:22 AM,10/01/2012 12:40:54 AM,10/01/2012 12:42:30 AM,,,Other,10/01/2012 12:45:10 AM,1300 Block of BUCHANAN ST,SF,94115,B02,05,3431,3,3,3,true,Alarm,1,ENGINE,2,2,5,Western Addition,"(37.7820811831699, -122.429017793799)",122750010-E05
122750010,T05,12090591,Alarms,10/01/2012,09/30/2012,10/01/2012 12:37:31 AM,10/01/2012 12:39:12 AM,10/01/2012 12:39:22 AM,10/01/2012 12:41:06 AM,10/01/2012 12:42:17 AM,,,Other,10/01/2012 12:45:10 AM,1300 Block of BUCHANAN ST,SF,94115,B02,05,3431,3,3,3,false,Alarm,1,TRUCK,1,2,5,Western Addition,"(37.7820811831699, -122.429017793799)",122750010-T05
122750011,77,12090592,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:42:47 AM,10/01/2012 12:43:06 AM,10/01/2012 12:43:15 AM,10/01/2012 12:43:31 AM,10/01/2012 12:47:25 AM,10/01/2012 01:08:50 AM,10/01/2012 01:21:44 AM,Code 2 Transport,10/01/2012 01:46:13 AM,800 Block of MARKET ST,SF,94102,B03,01,2209,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,3,Tenderloin,"(37.7843455364627, -122.407785146121)",122750011-77
122750012,E03,12090593,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:43:19 AM,10/01/2012 12:44:12 AM,10/01/2012 12:44:22 AM,,10/01/2012 12:48:28 AM,,,Other,10/01/2012 01:00:00 AM,900 Block of EDDY ST,SF,94102,B02,05,3262,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Western Addition,"(37.782522418285, -122.423274430962)",122750012-E03
122750021,E29,12090601,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:06:33 AM,10/01/2012 01:07:16 AM,10/01/2012 01:08:26 AM,10/01/2012 01:09:33 AM,10/01/2012 01:10:56 AM,,,Other,10/01/2012 01:14:28 AM,17TH ST/KANSAS ST,SF,94103,B02,29,2422,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Potrero Hill,"(37.7647228704382, -122.40352703555)",122750021-E29
122750012,KM07,12090593,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:43:19 AM,10/01/2012 12:44:12 AM,10/01/2012 12:44:22 AM,10/01/2012 12:45:07 AM,10/01/2012 12:50:01 AM,10/01/2012 01:11:45 AM,10/01/2012 01:38:18 AM,Code 2 Transport,10/01/2012 02:14:29 AM,900 Block of EDDY ST,SF,94102,B02,05,3262,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Western Addition,"(37.782522418285, -122.423274430962)",122750012-KM07
122750014,89,12090594,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:47:47 AM,10/01/2012 12:50:03 AM,10/01/2012 12:50:29 AM,10/01/2012 12:51:02 AM,,,,Other,10/01/2012 12:59:55 AM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,2,2,2,true,Non Life-threatening,1,MEDIC,2,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",122750014-89
122750014,E05,12090594,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:47:47 AM,10/01/2012 12:50:03 AM,10/01/2012 12:50:29 AM,10/01/2012 12:51:16 AM,10/01/2012 12:53:19 AM,,,Fire,10/01/2012 01:00:05 AM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",122750014-E05
122750015,93,12090595,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:51:22 AM,10/01/2012 12:51:46 AM,10/01/2012 12:52:07 AM,10/01/2012 12:52:32 AM,10/01/2012 01:02:34 AM,,,Patient Declined Transport,10/01/2012 01:18:43 AM,100 Block of SANCHEZ ST,SF,94114,B05,06,5131,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,8,Castro/Upper Market,"(37.7671915511213, -122.431221797415)",122750015-93
122750016,87,12090596,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:53:01 AM,10/01/2012 12:54:47 AM,10/01/2012 12:54:59 AM,10/01/2012 12:55:09 AM,10/01/2012 12:59:30 AM,10/01/2012 01:28:25 AM,10/01/2012 01:38:27 AM,Code 2 Transport,10/01/2012 02:18:50 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750016-87
122750016,T03,12090596,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:53:01 AM,10/01/2012 12:54:47 AM,10/01/2012 12:54:59 AM,10/01/2012 12:56:53 AM,10/01/2012 01:00:04 AM,,,Other,10/01/2012 01:03:42 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750016-T03
122750017,89,12090597,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:59:46 AM,10/01/2012 01:01:41 AM,10/01/2012 01:01:56 AM,10/01/2012 01:02:20 AM,10/01/2012 01:07:13 AM,10/01/2012 01:38:09 AM,10/01/2012 01:42:02 AM,Code 3 Transport,10/01/2012 02:12:33 AM,700 Block of POST ST,SF,94109,B04,03,1543,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Tenderloin,"(37.7875044952742, -122.414163693123)",122750017-89
122750017,E03,12090597,Medical Incident,10/01/2012,09/30/2012,10/01/2012 12:59:46 AM,10/01/2012 01:01:41 AM,10/01/2012 01:01:56 AM,10/01/2012 01:02:05 AM,10/01/2012 01:04:14 AM,,,Other,10/01/2012 01:26:42 AM,700 Block of POST ST,SF,94109,B04,03,1543,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Tenderloin,"(37.7875044952742, -122.414163693123)",122750017-E03
122750018,66,12090598,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:02:16 AM,10/01/2012 01:02:57 AM,10/01/2012 01:03:28 AM,10/01/2012 01:03:36 AM,10/01/2012 01:12:01 AM,10/01/2012 01:24:28 AM,,Code 2 Transport,10/01/2012 02:02:12 AM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",122750018-66
122750018,E05,12090598,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:02:16 AM,10/01/2012 01:02:57 AM,10/01/2012 01:03:28 AM,10/01/2012 01:04:30 AM,10/01/2012 01:06:20 AM,,,Other,10/01/2012 01:17:20 AM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",122750018-E05
122750019,AM22,12090599,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:05:30 AM,10/01/2012 01:05:47 AM,10/01/2012 01:06:52 AM,10/01/2012 01:07:28 AM,10/01/2012 01:20:56 AM,,,Gone on Arrival,10/01/2012 01:24:16 AM,1000 Block of POLK ST,SF,94109,B04,03,3121,2,2,2,false,Non Life-threatening,1,PRIVATE,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",122750019-AM22
122750020,B01,12090600,Alarms,10/01/2012,09/30/2012,10/01/2012 01:06:14 AM,10/01/2012 01:07:00 AM,10/01/2012 01:07:34 AM,10/01/2012 01:10:04 AM,,,,Other,10/01/2012 01:12:58 AM,900 Block of MASON ST,SF,94108,B01,41,1414,3,3,3,false,Alarm,1,CHIEF,3,1,3,Nob Hill,"(37.7923069821581, -122.410843810017)",122750020-B01
122750020,E41,12090600,Alarms,10/01/2012,09/30/2012,10/01/2012 01:06:14 AM,10/01/2012 01:07:00 AM,10/01/2012 01:07:34 AM,10/01/2012 01:09:20 AM,10/01/2012 01:11:37 AM,,,Fire,10/01/2012 01:14:39 AM,900 Block of MASON ST,SF,94108,B01,41,1414,3,3,3,false,Alarm,1,ENGINE,1,1,3,Nob Hill,"(37.7923069821581, -122.410843810017)",122750020-E41
122750020,T02,12090600,Alarms,10/01/2012,09/30/2012,10/01/2012 01:06:14 AM,10/01/2012 01:07:00 AM,10/01/2012 01:07:34 AM,10/01/2012 01:08:43 AM,10/01/2012 01:12:44 AM,,,Other,10/01/2012 01:12:47 AM,900 Block of MASON ST,SF,94108,B01,41,1414,3,3,3,false,Alarm,1,TRUCK,2,1,3,Nob Hill,"(37.7923069821581, -122.410843810017)",122750020-T02
122750021,82,12090601,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:06:33 AM,10/01/2012 01:07:16 AM,10/01/2012 01:08:26 AM,10/01/2012 01:08:42 AM,10/01/2012 01:12:04 AM,10/01/2012 01:19:54 AM,10/01/2012 01:23:54 AM,Code 2 Transport,10/01/2012 02:04:11 AM,17TH ST/KANSAS ST,SF,94103,B02,29,2422,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,10,Potrero Hill,"(37.7647228704382, -122.40352703555)",122750021-82
122750023,55,12090602,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:14:41 AM,10/01/2012 01:15:37 AM,10/01/2012 01:15:50 AM,10/01/2012 01:16:00 AM,10/01/2012 01:21:57 AM,10/01/2012 01:38:56 AM,10/01/2012 01:40:22 AM,Code 2 Transport,10/01/2012 02:02:15 AM,1000 Block of SUTTER ST,SF,94109,B04,03,1557,3,E,3,true,Potentially Life-Threatening,1,MEDIC,2,4,3,Nob Hill,"(37.7881263034393, -122.417657214041)",122750023-55
122750023,T03,12090602,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:14:41 AM,10/01/2012 01:15:37 AM,10/01/2012 01:15:50 AM,10/01/2012 01:17:07 AM,10/01/2012 01:19:41 AM,,,Other,10/01/2012 01:24:09 AM,1000 Block of SUTTER ST,SF,94109,B04,03,1557,3,E,3,false,Potentially Life-Threatening,1,TRUCK,1,4,3,Nob Hill,"(37.7881263034393, -122.417657214041)",122750023-T03
122750024,93,12090603,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:19:12 AM,10/01/2012 01:19:12 AM,10/01/2012 01:19:12 AM,,,10/01/2012 01:40:42 AM,10/01/2012 01:45:30 AM,Code 2 Transport,10/01/2012 02:26:37 AM,2000 Block of MARKET ST,SF,94114,B02,06,5127,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Castro/Upper Market,"(37.769247063207, -122.426955631709)",122750024-93
122750025,92,12090604,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:18:58 AM,10/01/2012 01:21:58 AM,10/01/2012 01:22:27 AM,10/01/2012 01:22:38 AM,10/01/2012 01:47:24 AM,,,Patient Declined Transport,10/01/2012 02:15:41 AM,OFARRELL ST/JONES ST,SF,94102,B01,01,1452,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7857895835915, -122.412969669254)",122750025-92
122750025,E01,12090604,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:18:58 AM,10/01/2012 01:21:58 AM,10/01/2012 01:22:27 AM,10/01/2012 01:24:49 AM,10/01/2012 01:28:32 AM,,,Other,10/01/2012 01:34:06 AM,OFARRELL ST/JONES ST,SF,94102,B01,01,1452,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7857895835915, -122.412969669254)",122750025-E01
122750026,AM22,12090605,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:22:14 AM,10/01/2012 01:24:16 AM,10/01/2012 01:24:49 AM,10/01/2012 01:25:22 AM,,10/01/2012 01:45:26 AM,10/01/2012 01:51:38 AM,Code 2 Transport,10/01/2012 02:12:57 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750026-AM22
122750026,E03,12090605,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:22:14 AM,10/01/2012 01:24:16 AM,10/01/2012 01:24:49 AM,,10/01/2012 01:27:41 AM,,,Other,10/01/2012 01:36:10 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750026-E03
122750026,E05,12090605,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:22:14 AM,10/01/2012 01:24:16 AM,10/01/2012 01:24:49 AM,10/01/2012 01:26:15 AM,,,,Other,10/01/2012 01:26:29 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,ENGINE,4,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750026-E05
122750026,T03,12090605,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:22:14 AM,10/01/2012 01:24:16 AM,10/01/2012 01:24:49 AM,10/01/2012 01:25:04 AM,,,,Other,10/01/2012 01:26:48 AM,300 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",122750026-T03
122750027,75,12090606,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:24:34 AM,10/01/2012 01:26:26 AM,10/01/2012 01:27:08 AM,10/01/2012 01:27:17 AM,10/01/2012 01:37:10 AM,,,Unable to Locate,10/01/2012 01:45:09 AM,200 Block of RHODE ISLAND ST,SF,94103,B02,29,2353,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,10,Mission Bay,"(37.7667279994694, -122.402676976435)",122750027-75
122750028,81,12090607,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:29:28 AM,10/01/2012 01:32:50 AM,10/01/2012 01:34:19 AM,10/01/2012 01:34:40 AM,10/01/2012 01:45:36 AM,10/01/2012 01:57:05 AM,10/01/2012 02:06:32 AM,Code 2 Transport,10/01/2012 02:49:06 AM,1000 Block of POLK ST,SF,94109,B04,03,3121,1,1,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",122750028-81
122750029,54,12090608,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:34:36 AM,10/01/2012 01:34:59 AM,10/01/2012 01:35:12 AM,10/01/2012 01:35:19 AM,10/01/2012 01:42:15 AM,,,Other,10/01/2012 01:44:33 AM,OFARRELL ST/LARKIN ST,SF,94109,B04,03,1642,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7851672146987, -122.41790141136)",122750029-54
122750030,94,12090609,Medical Incident,10/01/2012,09/30/2012,10/01/2012 01:35:53 AM,10/01/2012 01:40:02 AM,10/01/2012 01:40:56 AM,10/01/2012 01:41:02 AM,10/01/2012 01:51:54 AM,,,Against Medical Advice,10/01/2012 02:50:59 AM,0 Block of DELLBROOK AVE,SF,94131,B08,20,5351,1,1,2,false,Non Life-threatening,1,MEDIC,1,8,7,Twin Peaks,"(37.7495984464655, -122.454170280228)",122750030-94
